,question,answer,category,table_id
1835,What was Sri Lanka's rank when they became World Cup champions?,1,national cricket team,1191
1836,How long after Sri Lanka's first ODI and first T20I?,31 years,national cricket team,1191
1837,What team did Sri Lanka play against in Tests a year after it acquired its test status?,England,national cricket team,1191
1838,What is the time span for World Test Championship appearances for Srilanka?,2 year,national cricket team,1191
1839,How far did Ingenuity travel as of the day of its last flight?,7.17 km (4.46 mi),space probe,1206
1840,Which location did Ingenuity was mars in 1 Jan 2022?,"Jezero crater, Mars",space probe,1206
1841,How many month ago did Ingenuity was deployed to mars?,15 months ago,space probe,1206
1842,How many days did Ingenuity was flyed in mars?,418 days,space probe,1206
1843,Approximately how many km did Ingenuity move per flight in 14 months?,0.25 km,space probe,1206
1844,How long did Ingenuity take to go from deployment to it's last flight?,14 months,space probe,1206
1845,How long did it take for Ingenuity to go from Deployment to first flight?,16 days,space probe,1206
1846,How long was it between the day of Ingenuity's first flight and its last flight?,2 months,space probe,1206
1847,How many years did the Ingenuity fly?,1 year,space probe,1206
1848,How many days did Ingenuity take from date of deployment to its first flight?,16 days,space probe,1206
1849,How much time since deployment did it take for Ingenuity to travel 7.17 km?,1 year 2 months,space probe,1206
1850,How long after Ingenuity was deployed was the picture taken?,4 days,space probe,1206
